food_name,food_type,energy,proteins,total_fat,water,carbohydrates_total,calcium,iron,sodium
"Chiclayo, calabaza","Verduras, Hortalizas y Derivados",16.0,0.6,0.1,93.2,5.6,13.0,0.2,0.0
Chonta,"Verduras, Hortalizas y Derivados",49.0,3.4,0.7,84.9,9.7,138.0,1.7,0.0
Escarola,"Verduras, Hortalizas y Derivados",7.0,1.2,0.2,93.6,3.8,85.0,2.0,0.0
Esparragos,"Verduras, Hortalizas y Derivados",15.0,2.2,0.3,93.0,3.8,35.0,1.33,0.0
Espinaca blanca,"Verduras, Hortalizas y Derivados",24.0,1.9,0.6,89.5,6.3,80.0,4.6,0.0
Espinaca negra sin tronco,"Verduras, Hortalizas y Derivados",24.0,2.8,0.9,90.0,4.9,234.0,4.3,0.0
Frejolito chino germinado,"Verduras, Hortalizas y Derivados",9.0,1.4,0.1,96.5,1.8,22.0,0.86,15.0
Hierbabuena,"Verduras, Hortalizas y Derivados",41.0,3.1,1.0,86.7,7.0,206.0,9.1,0.0
Huacatay sin tallo,"Verduras, Hortalizas y Derivados",50.0,5.0,0.8,83.4,8.8,412.0,8.7,0.0
"Janchoy, hojas de","Verduras, Hortalizas y Derivados",27.0,1.6,0.2,90.8,6.0,113.0,2.9,0.0
Jetka. hojas de,"Verduras, Hortalizas y Derivados",66.0,7.3,1.7,78.1,9.5,548.0,8.4,0.0
"Kailán, hojas de","Verduras, Hortalizas y Derivados",48.0,3.2,0.9,84.9,9.1,581.0,2.4,0.0
"Kailán, tallos de","Verduras, Hortalizas y Derivados",24.0,1.2,0.3,92.0,5.2,301.0,3.1,0.0
Lechuga americana,"Verduras, Hortalizas y Derivados",7.0,0.6,0.1,96.6,2.4,52.0,0.1,0.0
Lechuga larga,"Verduras, Hortalizas y Derivados",12.0,1.5,0.2,93.4,3.9,64.0,1.6,0.0
Lechuga redonda,"Verduras, Hortalizas y Derivados",8.0,1.3,0.2,95.7,2.1,47.0,1.0,0.0
Manchay,"Verduras, Hortalizas y Derivados",53.0,0.4,0.1,84.8,14.4,44.0,1.3,0.0
"Mastuerzo, hojas de","Verduras, Hortalizas y Derivados",44.0,1.8,1.3,86.3,9.2,211.0,1.3,0.0
"Mostaza, hojas de","Verduras, Hortalizas y Derivados",21.0,3.5,0.6,89.0,5.2,478.0,1.7,0.0
"Muña, seca","Verduras, Hortalizas y Derivados",268.0,3.2,2.8,16.0,66.3,2237.0,22.4,0.0
Nabo,"Verduras, Hortalizas y Derivados",10.0,0.6,0.2,94.7,3.6,34.0,0.1,0.0
"Nabo, hojas de","Verduras, Hortalizas y Derivados",24.0,2.9,0.4,88.1,7.0,367.0,2.8,0.0
Orégano fresco,"Verduras, Hortalizas y Derivados",48.0,1.6,0.5,85.1,11.3,312.0,9.3,0.0
"Pacchoy, hojas de","Verduras, Hortalizas y Derivados",25.0,1.3,0.3,90.5,6.3,235.0,3.0,0.0
"Pacchoy, tallos de","Verduras, Hortalizas y Derivados",18.0,0.4,0.2,92.0,5.4,302.0,1.2,0.0
Paico,"Verduras, Hortalizas y Derivados",41.0,5.0,1.1,81.7,9.2,459.0,6.3,0.0
Pajuro,"Verduras, Hortalizas y Derivados",120.0,2.1,0.3,64.4,31.5,25.0,1.2,0.0
Pepinillo sin cáscara,"Verduras, Hortalizas y Derivados",9.0,0.5,0.1,96.4,2.6,20.0,0.3,0.0
Perejil sin tallo,"Verduras, Hortalizas y Derivados",41.0,4.8,0.7,82.0,9.9,202.0,8.7,0.0
Pimiento rojo,"Verduras, Hortalizas y Derivados",27.0,1.2,1.3,92.3,4.6,12.0,0.36,6.0
Pirca,"Verduras, Hortalizas y Derivados",42.0,4.0,0.6,86.2,7.6,230.0,6.0,0.0
Poro sin hojas,"Verduras, Hortalizas y Derivados",34.0,2.7,0.8,87.8,7.6,78.0,0.7,0.0
"Quinua, hojas de","Verduras, Hortalizas y Derivados",50.0,4.7,0.6,81.4,9.5,377.0,1.5,0.0
Rabanitos,"Verduras, Hortalizas y Derivados",7.0,0.8,0.1,95.1,2.9,36.0,1.0,0.0
Rabicol,"Verduras, Hortalizas y Derivados",22.0,2.0,0.2,92.8,4.2,41.0,0.3,0.0
Radicheta o achicoria,"Verduras, Hortalizas y Derivados",17.0,1.9,0.5,90.0,6.2,273.0,0.0,0.0
Rocoto fresco,"Verduras, Hortalizas y Derivados",36.0,1.2,0.5,89.5,8.2,6.0,0.5,0.0
Ruda,"Verduras, Hortalizas y Derivados",82.0,4.1,1.7,75.4,16.1,552.0,7.7,0.0
Siuca culantro,"Verduras, Hortalizas y Derivados",28.0,1.9,0.5,87.6,8.1,195.0,4.9,0.0
Tomate,"Verduras, Hortalizas y Derivados",15.0,0.8,0.2,94.2,4.3,7.0,0.6,0.0
Tomate italiano,"Verduras, Hortalizas y Derivados",12.0,0.8,0.2,94.8,3.6,7.0,0.3,2.0
"Tomate, con carne salsa de","Verduras, Hortalizas y Derivados",106.0,2.7,5.7,77.7,11.0,20.0,2.1,0.0
"Tomate, salsa de","Verduras, Hortalizas y Derivados",18.0,1.5,0.7,75.0,3.9,117.0,3.0,0.0
"Tomate, salsa concentrada de","Verduras, Hortalizas y Derivados",75.0,2.7,1.0,75.3,16.8,19.0,2.9,0.0
Vainitas,"Verduras, Hortalizas y Derivados",25.0,2.4,0.3,88.2,8.1,88.0,1.4,0.0
Zanahoria,"Verduras, Hortalizas y Derivados",19.0,1.0,0.3,90.2,7.6,51.0,0.3,31.0
"Zanahoria, harina de","Verduras, Hortalizas y Derivados",293.0,7.3,1.5,11.8,67.7,418.0,0.0,0.0
Zapallo italiano,"Verduras, Hortalizas y Derivados",14.0,0.9,0.2,95.4,2.9,27.0,0.3,0.0
Zapallo loche,"Verduras, Hortalizas y Derivados",58.0,2.6,0.2,79.8,16.2,38.0,0.33,17.0
Zapallo macre,"Verduras, Hortalizas y Derivados",47.0,2.2,0.1,84.4,12.7,26.0,0.32,0.0
"Ají charapita, con pepas y sin tronco","Verduras, Hortalizas y Derivados",30.0,2.4,2.1,82.2,12.1,19.0,0.4,2.0
"Ají cerezo, sin pepas y sin tronco","Verduras, Hortalizas y Derivados",30.0,1.8,0.8,86.9,9.4,13.0,0.36,4.0
"Ají colorado seco, sin pepas","Verduras, Hortalizas y Derivados",179.0,12.5,6.3,21.1,53.5,79.0,11.1,21.0
Ají uña de pava,"Verduras, Hortalizas y Derivados",57.0,3.0,0.7,82.8,12.5,0.0,0.0,0.0
Ajos variedad Barranquino,"Verduras, Hortalizas y Derivados",115.0,6.2,0.3,59.4,32.6,0.0,0.57,69.0
Ajos variedad Napuri,"Verduras, Hortalizas y Derivados",115.0,7.7,0.3,58.6,31.8,0.0,0.4,69.0
"Ajos variedad Napuri fresco, molido en aceite sin sal","Verduras, Hortalizas y Derivados",203.0,5.1,9.1,51.5,33.2,0.0,1.07,0.0
"Ajos variedad Napuri fresco, molido en aceite con sal","Verduras, Hortalizas y Derivados",185.0,4.8,5.2,49.3,37.2,0.0,1.22,0.0
"Ajos variedad Napuri fresco, molido en agua sin sal","Verduras, Hortalizas y Derivados",77.0,4.9,0.2,73.2,20.9,0.0,0.23,0.0
"Ajos variedad Napuri fresco, molido en agua con sal","Verduras, Hortalizas y Derivados",84.0,5.0,0.3,69.0,21.6,0.0,0.33,0.0
Alcaparras****,"Verduras, Hortalizas y Derivados",31.0,2.3,0.6,78.6,5.8,66.0,4.2,0.0
Cebolla variedad americana,"Verduras, Hortalizas y Derivados",22.0,1.4,0.4,91.1,6.9,20.0,0.21,6.0
Cebolla variedad perilla,"Verduras, Hortalizas y Derivados",28.0,1.4,0.4,89.3,8.5,20.0,0.22,6.0
Chijchipa,"Verduras, Hortalizas y Derivados",45.0,3.3,0.4,85.3,9.3,335.0,8.3,0.0
"Chullcos, ajos silvestres","Verduras, Hortalizas y Derivados",92.0,1.8,0.5,73.7,23.5,22.0,2.1,0.0
Col china con hoja y tallo,"Verduras, Hortalizas y Derivados",15.0,1.4,1.1,95.1,2.0,0.0,13.38,32.0
Coliflor con tallo y sin hojas,"Verduras, Hortalizas y Derivados",20.0,2.1,0.6,91.9,4.7,0.0,0.49,19.0
"Culantro, con hojas y tallo","Verduras, Hortalizas y Derivados",15.0,3.5,0.2,88.4,5.9,135.0,4.5,22.0
"Espinaca, hojas sin tallo","Verduras, Hortalizas y Derivados",30.0,4.8,1.4,86.9,4.7,0.0,21.29,32.0
"Estragón, secos","Verduras, Hortalizas y Derivados",269.0,22.8,7.2,7.7,50.2,1139.0,32.3,62.0
"Hinojo, tallo, fresco, crudo","Verduras, Hortalizas y Derivados",19.0,1.9,0.2,92.8,3.6,0.0,0.0,0.0
Kión sin cáscara,"Verduras, Hortalizas y Derivados",49.0,0.1,0.4,84.9,13.7,12.0,0.25,7.0
Lechuga de seda,"Verduras, Hortalizas y Derivados",10.0,1.3,0.1,95.9,2.3,39.0,1.3,0.0
"Llampun Cjana ""Cjana-cjana""","Verduras, Hortalizas y Derivados",254.0,29.5,6.0,12.1,36.8,1600.0,41.1,0.0
Pacchoy con hojas y tallo,"Verduras, Hortalizas y Derivados",5.0,1.0,0.3,96.1,1.8,0.0,10.14,113.0
"Paico, hojas de","Verduras, Hortalizas y Derivados",28.0,5.7,0.3,84.1,6.6,271.0,0.0,38.0
Pimiento verde,"Verduras, Hortalizas y Derivados",19.0,1.1,0.1,93.4,5.1,21.0,0.17,1.0
"Rocoto fresco, molido con cáscara, en agua sin sal","Verduras, Hortalizas y Derivados",17.0,0.2,0.1,93.7,5.5,10.0,0.03,7.0
Romero fresco*,"Verduras, Hortalizas y Derivados",81.0,3.3,5.9,67.8,20.7,317.0,6.65,26.0
Tomate de palito,"Verduras, Hortalizas y Derivados",44.0,1.6,0.2,86.5,10.8,15.0,0.8,0.0
"Tomate redondo, con cáscara","Verduras, Hortalizas y Derivados",18.0,0.7,0.3,93.9,4.7,24.0,0.45,25.0
Tomillo seco*,"Verduras, Hortalizas y Derivados",181.0,9.1,7.4,7.8,63.9,1890.0,123.6,55.0
Zapallito,"Verduras, Hortalizas y Derivados",57.0,1.9,0.1,82.2,14.3,17.0,0.4,0.0
Zapallo avinca,"Verduras, Hortalizas y Derivados",15.0,0.5,0.0,94.2,4.8,34.0,0.08,0.0
Zapallo criollo,"Verduras, Hortalizas y Derivados",28.0,0.6,0.2,91.0,7.6,28.0,0.4,6.0
Zapallo ombligo,"Verduras, Hortalizas y Derivados",21.0,0.9,0.2,93.5,4.8,34.0,0.3,0.0
"Atago, hojas sin tallo","Verduras, Hortalizas y Derivados",15.0,2.5,0.2,91.6,3.7,0.0,5.56,8.0
"Col morada, hojas sin tallo","Verduras, Hortalizas y Derivados",24.0,1.9,0.1,90.8,6.3,63.0,0.23,10.0
"Lechuga morada, hojas sin tallo","Verduras, Hortalizas y Derivados",11.0,1.2,0.1,95.4,2.3,50.0,2.27,8.0
"Orégano, seco*","Verduras, Hortalizas y Derivados",306.0,11.0,10.3,7.2,64.4,1576.0,44.0,15.0
Pepinillo japonés con cáscara y pepas,"Verduras, Hortalizas y Derivados",7.0,0.9,0.0,96.8,1.8,15.0,0.08,15.0
Pimiento amarillo,"Verduras, Hortalizas y Derivados",24.0,1.0,0.2,92.1,6.3,7.0,0.18,1.0
"Tomate italiano, sin pepas, sin cáscara","Verduras, Hortalizas y Derivados",18.0,0.8,0.1,93.9,4.9,8.0,0.12,3.0
"Vainita, sancochada, sin sal","Verduras, Hortalizas y Derivados",17.0,2.2,0.1,90.8,6.2,48.0,1.28,1.0
Abridores,Frutas y Derivados,57.0,0.8,0.1,82.0,16.4,6.0,0.4,0.0
Aceituna de botija,Frutas y Derivados,298.0,0.8,32.1,57.5,7.3,86.0,2.4,0.0
Aceitunas negras preparadas,Frutas y Derivados,292.0,2.2,22.4,41.0,30.3,67.0,7.4,0.0
Airampo,Frutas y Derivados,51.0,1.8,0.5,85.9,11.2,85.0,0.0,0.0
"Aguaje, pulpa de",Frutas y Derivados,74.0,1.9,3.6,70.1,23.5,48.0,0.46,5.0
Anona,Frutas y Derivados,45.0,1.1,0.4,85.0,12.9,16.0,0.2,0.0
Durazno-Melocotón,Frutas y Derivados,43.0,0.8,0.2,86.3,12.4,0.0,0.59,0.0
Caimito,Frutas y Derivados,49.0,1.8,0.5,83.5,13.6,88.0,0.2,0.0
Camu-camu,Frutas y Derivados,24.0,0.5,0.1,93.3,5.9,28.0,0.5,0.0
Capulí,Frutas y Derivados,63.0,0.7,0.4,82.3,15.9,26.0,0.9,0.0
Chambiro,Frutas y Derivados,118.0,1.5,7.3,75.9,14.5,47.0,0.6,0.0
Chirimoya,Frutas y Derivados,72.0,1.9,0.3,75.4,21.6,102.0,0.29,16.0
Ciruela,Frutas y Derivados,82.0,1.0,0.2,76.3,21.5,20.0,0.9,0.0
Coco,Frutas y Derivados,286.0,3.4,28.1,56.4,10.8,8.0,1.8,46.0
"Coco, agua de",Frutas y Derivados,10.0,0.7,0.1,95.5,3.1,21.0,0.0,0.0
Cocona,Frutas y Derivados,42.0,0.9,0.7,88.5,9.2,16.0,1.5,0.0
Dátiles,Frutas y Derivados,195.0,1.4,0.5,36.8,59.8,60.0,0.8,0.0
Fresa,Frutas y Derivados,34.0,0.7,0.8,89.1,8.9,37.0,1.2,0.0
Granada,Frutas y Derivados,66.0,0.5,0.1,80.0,18.3,10.0,0.3,0.0
Granadilla,Frutas y Derivados,51.0,2.5,2.7,82.3,11.4,17.0,1.28,11.0
"Granadilla, jugo enlatado de",Frutas y Derivados,62.0,1.1,0.0,82.0,16.1,6.0,0.6,0.0
Guanábana,Frutas y Derivados,44.0,0.9,0.2,84.0,14.3,38.0,0.7,0.0
Guayaba,Frutas y Derivados,37.0,0.5,0.1,83.9,14.9,18.0,0.3,0.0
Guayaba amarilla con cáscara,Frutas y Derivados,13.0,1.2,0.3,88.2,9.7,32.0,0.23,2.0
Guayaba rosada,Frutas y Derivados,37.0,0.5,0.2,84.0,14.7,17.0,0.3,0.0
Guayaba verde,Frutas y Derivados,36.0,0.5,0.1,84.3,14.7,30.0,0.0,0.0
Higo negro,Frutas y Derivados,65.0,0.9,0.1,78.0,19.9,58.0,0.8,0.0
Higo seco,Frutas y Derivados,146.0,3.6,0.2,47.7,46.6,109.0,2.4,0.0
Huito,Frutas y Derivados,55.0,1.2,0.1,83.9,14.0,69.0,0.5,0.0
"Humarí  / Umari, sin pepa y sin cáscara",Frutas y Derivados,163.0,1.6,8.1,62.1,27.4,5.0,0.72,10.0
Kaki,Frutas y Derivados,64.0,0.5,0.1,78.1,20.8,9.0,0.2,0.0
Kumuvi,Frutas y Derivados,101.0,0.7,0.6,71.9,25.9,16.0,3.5,0.0
Lima,Frutas y Derivados,13.0,0.6,0.4,92.8,5.9,31.0,0.2,0.0
"Limón, jugo de",Frutas y Derivados,28.0,0.5,0.2,89.3,9.7,18.0,0.5,0.0
Lúcuma,Frutas y Derivados,97.0,2.1,0.2,61.7,34.9,16.0,0.79,0.0
"Lúcuma, harina de",Frutas y Derivados,329.0,4.0,2.4,9.3,82.0,92.0,4.6,0.0
"Macambo, pulpa y semilla",Frutas y Derivados,177.0,6.7,9.2,61.1,21.5,19.0,1.7,0.0
"Macambo, pulpa de",Frutas y Derivados,44.0,2.1,0.8,88.0,8.3,0.0,0.5,0.0
Mamey maduro,Frutas y Derivados,27.0,0.5,0.1,88.9,9.7,51.0,0.4,0.0
Mandarina,Frutas y Derivados,29.0,0.6,0.3,90.1,8.6,19.0,0.3,0.0
Mango,Frutas y Derivados,54.0,0.4,0.2,83.0,15.9,17.0,0.4,0.0
Manzana nacional,Frutas y Derivados,50.0,0.3,0.1,84.7,14.6,5.0,1.4,0.0
"Maracuyá, jugo puro de",Frutas y Derivados,61.0,0.9,0.1,82.3,16.1,13.0,3.0,0.0
Marañón,Frutas y Derivados,35.0,0.8,0.5,87.9,10.5,8.0,3.0,0.0
Melón,Frutas y Derivados,21.0,0.5,0.1,92.9,5.8,13.0,0.5,0.0
Melón enano,Frutas y Derivados,20.0,0.6,0.2,94.3,4.4,23.0,0.4,0.0
Membrillo,Frutas y Derivados,36.0,0.3,0.1,86.9,11.5,9.0,0.7,0.0
Naranja,Frutas y Derivados,31.0,0.6,0.2,88.5,10.1,23.0,0.2,0.0
"Naranja agria, jugo de",Frutas y Derivados,32.0,0.5,0.2,90.7,8.2,31.0,0.2,0.0
Naranja de Guayaquil,Frutas y Derivados,31.0,0.5,0.2,88.6,10.2,37.0,0.1,0.0
Naranja de Huando,Frutas y Derivados,36.0,1.2,0.2,87.3,10.9,30.0,0.1,0.0
Níspero,Frutas y Derivados,41.0,0.3,0.0,86.5,12.7,21.0,0.3,0.0
Nuzive,Frutas y Derivados,138.0,2.7,7.8,70.3,17.7,38.0,7.5,0.0
Pacae  o Guaba,Frutas y Derivados,56.0,0.6,0.1,84.1,14.8,14.0,0.4,0.0
Palta,Frutas y Derivados,130.0,1.7,12.5,79.2,5.6,30.0,0.6,0.0
Pan de árbol con semilla,Frutas y Derivados,117.0,4.5,1.8,63.4,29.0,20.0,0.9,0.0
Pan de árbol sin semilla,Frutas y Derivados,30.0,1.6,0.5,86.4,10.5,71.0,2.8,0.0
Pan-Meo,Frutas y Derivados,78.0,1.3,0.2,78.0,19.9,21.0,0.0,0.0
Papaya,Frutas y Derivados,25.0,0.4,0.1,90.8,8.2,23.0,0.3,2.0
Pasa sin pepa,Frutas y Derivados,228.0,2.4,0.4,31.6,63.8,64.0,3.7,0.0
Pepino dulce,Frutas y Derivados,26.0,0.3,0.0,92.3,7.0,30.0,0.3,0.0
Pera chilena,Frutas y Derivados,38.0,0.3,0.1,86.0,13.2,4.0,0.3,0.0
Pera de agua,Frutas y Derivados,42.0,0.4,0.6,85.8,13.0,7.0,0.1,0.0
Pera nacional,Frutas y Derivados,55.0,0.4,0.2,84.7,14.5,2.0,0.3,0.0
Pera perilla,Frutas y Derivados,58.0,0.6,0.5,84.2,14.4,10.0,0.5,0.0
Pero,Frutas y Derivados,50.0,0.4,0.7,85.4,13.3,6.0,0.3,0.0
Pijuayo,Frutas y Derivados,184.0,2.8,3.2,52.3,41.0,27.0,1.0,0.0
"Pijuayo sancochado, sin cáscara y sin pepas",Frutas y Derivados,120.0,2.1,4.0,52.2,41.0,23.0,0.65,10.0
Piña,Frutas y Derivados,33.0,0.4,0.2,89.3,9.8,10.0,0.4,0.0
Plátano de isla,Frutas y Derivados,75.0,1.2,0.1,74.2,21.6,9.0,0.3,15.0
Plátano de seda,Frutas y Derivados,74.0,1.5,0.3,76.2,21.0,5.0,0.6,0.0
Plátano guineo,Frutas y Derivados,111.0,1.4,0.2,65.9,31.7,10.0,0.6,0.0
Plátano manzano,Frutas y Derivados,90.0,1.2,0.1,71.5,26.4,4.0,0.15,0.0
"Plátano, harina de",Frutas y Derivados,302.0,4.0,0.4,14.0,79.3,29.0,4.62,0.0
Plátano maduro,Frutas y Derivados,103.0,1.2,0.2,68.1,29.6,0.0,0.4,0.0
Plátano morado,Frutas y Derivados,97.0,1.0,0.2,69.8,28.1,42.0,0.3,0.0
Plátano seco (orejón),Frutas y Derivados,232.0,3.7,1.2,24.5,68.2,26.0,0.0,0.0
Plátano verde,Frutas y Derivados,144.0,1.0,0.2,57.0,40.9,8.0,0.5,0.0
Plátano verde asado,Frutas y Derivados,243.0,1.5,0.2,29.1,68.0,10.0,0.8,0.0
Plátano verde sancochado,Frutas y Derivados,129.0,0.7,0.3,61.6,36.8,10.0,0.7,0.0
Pomarosa,Frutas y Derivados,33.0,0.5,0.4,90.7,7.9,10.0,0.2,0.0
Purunkari,Frutas y Derivados,151.0,2.7,1.4,58.1,36.3,96.0,2.8,0.0
Sandia,Frutas y Derivados,23.0,0.7,0.1,93.0,5.9,6.0,0.3,0.0
"Shiwawaco, semilla",Frutas y Derivados,249.0,6.6,7.5,39.0,45.5,45.0,2.7,0.0
Tamarindo,Frutas y Derivados,221.0,2.8,0.6,31.4,62.5,74.0,1.0,0.0
Mango ciruelo o taperibá,Frutas y Derivados,56.0,0.6,0.3,84.5,14.2,39.0,0.7,0.0
Toronja,Frutas y Derivados,33.0,0.6,0.4,89.8,8.8,34.0,2.0,0.0
Tumbo costeño,Frutas y Derivados,22.0,0.4,0.0,93.3,5.8,11.0,0.4,0.0
Tumbo serrano sin cáscara o poro poro,Frutas y Derivados,37.0,2.1,0.4,84.5,12.1,8.0,0.28,4.0
Tuna,Frutas y Derivados,46.0,0.8,0.0,82.3,15.4,16.0,0.3,0.0
Tuna roja,Frutas y Derivados,36.0,1.3,0.2,86.2,12.1,136.0,0.17,33.0
"Ungurauy, unguraui o ungurahui",Frutas y Derivados,307.0,2.8,21.1,41.7,33.6,65.0,0.9,0.0
Uva blanca,Frutas y Derivados,40.0,0.3,0.2,87.8,11.3,5.0,0.8,0.0
Uva borgoña,Frutas y Derivados,79.0,0.9,0.3,77.0,21.3,18.0,1.1,0.0
Uva italia,Frutas y Derivados,63.0,0.4,0.1,81.1,17.7,19.0,0.5,0.0
Uva negra,Frutas y Derivados,63.0,0.2,0.1,81.2,18.1,6.0,2.2,0.0
Uva quebranta,Frutas y Derivados,66.0,0.5,0.1,81.4,17.7,14.0,0.4,0.0
Uvilla,Frutas y Derivados,64.0,0.3,0.3,82.4,16.7,34.0,0.6,0.0
Zapote,Frutas y Derivados,73.0,0.9,0.3,79.7,18.8,10.0,0.24,21.0
Aguaymanto,Frutas y Derivados,51.0,1.9,0.0,79.8,17.3,11.0,1.24,0.0
Blanquillo,Frutas y Derivados,47.0,1.0,0.3,84.8,13.3,0.0,1.06,0.0
Carambola,Frutas y Derivados,23.0,1.0,0.5,91.7,6.5,5.0,1.16,11.0
"Carambola, refresco natural, cocido, sin azúcar",Frutas y Derivados,6.0,0.2,0.3,98.5,0.9,0.0,0.0,0.0
"Carambola, refresco natural, crudo, sin azúcar",Frutas y Derivados,5.0,0.2,0.3,98.9,0.6,0.0,0.02,0.0
Coco rallado,Frutas y Derivados,596.0,7.4,66.8,3.9,19.5,23.0,0.0,101.0
"Cocona, jugo natural, cocido, sin azúcar",Frutas y Derivados,0.0,0.0,0.0,99.2,0.8,9.0,0.72,23.0
"Durazno, néctar envasado",Frutas y Derivados,6.0,0.0,0.0,96.8,3.1,0.0,0.05,7.0
"Granadilla, jugo natural, sin azúcar",Frutas y Derivados,25.0,1.1,0.2,90.3,7.3,6.0,0.42,4.0
Guindón sin pepa,Frutas y Derivados,201.0,2.3,0.2,34.1,60.4,37.0,0.83,1.0
"Kiwi, sin cáscara",Frutas y Derivados,39.0,2.9,0.3,85.6,10.6,51.0,0.37,21.0
"Limón dulce, sin cáscara",Frutas y Derivados,20.0,1.4,0.4,90.7,7.1,30.0,0.17,16.0
"Limón, néctar envasado",Frutas y Derivados,57.0,0.0,0.0,85.7,14.2,0.0,0.01,19.0
"Mango, néctar envasado",Frutas y Derivados,44.0,0.0,0.0,87.4,12.5,0.0,0.03,26.0
Manzana chilena verde con cáscara,Frutas y Derivados,38.0,0.2,0.3,87.5,11.4,0.0,0.83,0.0
"Manzana delicia ""helada"" con cáscara",Frutas y Derivados,47.0,0.2,0.1,83.5,16.0,0.0,0.82,0.0
Manzana delicia roja con cáscara,Frutas y Derivados,52.0,0.3,0.1,82.9,16.5,0.0,0.3,0.0
Manzana israel con cáscara,Frutas y Derivados,40.0,0.4,0.1,86.5,12.9,0.0,0.41,0.0
"Manzana, jugo natural, envasado",Frutas y Derivados,43.0,0.0,0.0,89.0,11.0,13.0,0.49,13.0
"Manzana, néctar envasado",Frutas y Derivados,38.0,0.0,0.0,90.3,9.5,0.0,0.02,37.0
Manzana pero con cáscara (para agua),Frutas y Derivados,31.0,0.3,0.1,85.6,13.8,0.0,0.51,0.0
"Manzana santa rosa, golden o caña con cáscara",Frutas y Derivados,53.0,0.2,0.1,82.3,17.3,0.0,0.43,0.0
Manzana winter con cáscara,Frutas y Derivados,44.0,0.3,0.1,84.4,15.0,0.0,0.27,0.0
"Maracuyá, jugo natural, envasado",Frutas y Derivados,35.0,0.0,0.0,90.0,10.0,11.0,0.2,11.0
"Maracuyá, néctar envasado",Frutas y Derivados,9.0,0.0,0.0,97.6,2.3,0.0,0.02,27.0
"Naranja, bebida envasada",Frutas y Derivados,56.0,0.0,0.0,85.2,14.7,0.0,0.02,9.0
"Naranja, jugo natural, envasado",Frutas y Derivados,16.0,0.0,0.0,95.0,5.0,10.0,0.11,7.0
"Naranja, néctar envasado",Frutas y Derivados,43.0,0.0,0.0,87.7,12.3,6.0,0.38,29.0
Naranja tangelo,Frutas y Derivados,24.0,1.0,0.2,91.0,7.4,0.0,0.63,0.0
"Naranja tangelo, jugo natural",Frutas y Derivados,16.0,0.7,0.2,93.0,5.9,0.0,0.26,0.0
Naranjilla*,Frutas y Derivados,28.0,0.7,0.1,91.8,6.8,8.0,0.4,4.0
"Palta ""fuerte""",Frutas y Derivados,104.0,1.9,8.9,69.7,17.1,11.0,0.49,21.0
Papaya arequipeña,Frutas y Derivados,17.0,1.0,0.3,94.4,3.7,0.0,0.3,1.0
"Pera, néctar envasado",Frutas y Derivados,46.0,0.0,0.0,88.5,11.5,0.0,0.02,25.0
"Piña, bebida envasada",Frutas y Derivados,29.0,0.0,0.0,91.7,8.3,0.0,0.01,7.0
"Plátano ""bellaco""",Frutas y Derivados,102.0,1.3,0.1,67.5,29.5,8.0,0.38,15.0
"Plátano ""moquicho""",Frutas y Derivados,100.0,1.2,0.1,67.4,29.7,7.0,0.47,13.0
Plátano palillo,Frutas y Derivados,105.0,0.9,0.3,66.8,31.0,6.0,0.04,20.0
"Plátano palillo maduro, harina de",Frutas y Derivados,293.0,4.1,1.1,10.5,81.6,22.0,2.0,39.0
"Plátano palillo verde, harina de",Frutas y Derivados,295.0,3.3,0.2,11.2,83.2,9.0,0.1,33.0
Sancayo,Frutas y Derivados,17.0,0.8,0.6,94.0,4.0,0.0,0.16,2.0
Warr'a,Frutas y Derivados,102.0,1.5,0.2,71.0,26.4,51.0,3.4,0.0
Yak'u,Frutas y Derivados,116.0,1.8,2.2,69.3,25.3,138.0,3.2,0.0
Aceituna verde,Frutas y Derivados,186.0,1.4,21.7,67.6,4.5,107.0,1.85,1901.0
"Aguaje, néctar natural, sin azúcar",Frutas y Derivados,7.0,0.1,0.6,98.3,0.8,4.0,0.05,2.0
Arándano,Frutas y Derivados,51.0,0.6,0.1,85.1,14.0,0.0,0.51,1.0
"Arándano, néctar natural, con cáscara, sin azúcar",Frutas y Derivados,20.0,0.3,0.3,94.0,5.3,0.0,0.13,2.0
Cereza,Frutas y Derivados,30.0,1.2,0.0,88.6,9.6,13.0,0.08,3.0
"Ciruela albaricoque, con cáscara, sin pepa",Frutas y Derivados,34.0,0.4,0.1,88.1,11.0,6.0,0.04,4.0
"Cidra o limón cidra, sin cáscara, sin pepas",Frutas y Derivados,19.0,0.7,0.0,90.6,8.1,24.0,0.13,0.0
Frambuesa,Frutas y Derivados,31.0,1.6,0.8,87.1,10.1,0.0,0.56,1.0
Mango criollo,Frutas y Derivados,66.0,0.4,0.2,81.1,17.8,6.0,0.0,0.0
Mango Edward,Frutas y Derivados,69.0,0.6,0.3,79.7,18.8,7.0,0.08,2.0
"Mango Edward, néctar natural, sin cáscara, sin azúcar",Frutas y Derivados,29.0,0.1,0.4,91.9,7.4,3.0,0.04,1.0
Mango kafro,Frutas y Derivados,64.0,0.7,0.4,81.7,16.9,0.0,0.14,0.0
Mango kent,Frutas y Derivados,65.0,0.7,0.0,80.8,18.1,0.0,0.17,1.0
Manzana Royal  o gala,Frutas y Derivados,55.0,0.4,0.0,83.1,16.1,5.0,0.06,1.0
"Manzana verde nacional, refresco natural, cocido, sin azúcar",Frutas y Derivados,2.0,0.3,0.2,98.5,1.0,0.0,0.09,1.0
